epoch,step,train_loss,val_loss,validation_accuracy
0,20,,0.6832185983657837,0.7434554696083069
1,41,,0.7514804005622864,0.27225130796432495
2,49,0.7169290781021118,,
2,62,,0.6821127533912659,0.5916230082511902
3,83,,0.6949905753135681,0.49738219380378723
4,99,0.7343813180923462,,
4,104,,0.7116556763648987,0.46073299646377563
5,125,,0.6385439038276672,0.7591623067855835
6,146,,0.7657329440116882,0.30890053510665894
7,149,0.6512961387634277,,
7,167,,0.6522223949432373,0.554973840713501
8,188,,0.7078706622123718,0.48691099882125854
9,199,0.5827776789665222,,
9,209,,0.7028876543045044,0.4712041914463043
10,230,,0.8205531239509583,0.3298429250717163
11,249,0.5672223567962646,,
11,251,,0.6938676834106445,0.5602094531059265
12,272,,0.8362463712692261,0.4397905766963959
13,293,,0.6149247288703918,0.7329843044281006
14,299,0.5219603776931763,,
14,314,,0.722533643245697,0.5863874554634094
15,335,,0.5910296440124512,0.7225130796432495
16,349,0.5193765759468079,,
16,356,,0.8300736546516418,0.6125654578208923
17,377,,0.5981329679489136,0.7591623067855835
18,398,,0.792816162109375,0.6020942330360413
19,399,0.2720949649810791,,
19,419,,0.7049262523651123,0.6596858501434326
20,440,,0.8128129839897156,0.5863874554634094
21,449,0.4289511442184448,,
21,461,,0.9157500863075256,0.49738219380378723
22,482,,0.6841320991516113,0.6178010702133179
23,499,0.4817739725112915,,
23,503,,0.794333279132843,0.5392670035362244
24,524,,0.8216118216514587,0.6544502377510071
25,545,,0.7133746147155762,0.6963350772857666
