epoch,step,train_loss,val_loss,validation_accuracy
0,49,0.22935397922992706,,
0,99,0.21346744894981384,,
0,149,0.07385362684726715,,
0,199,0.08213743567466736,,
0,249,0.23979945480823517,,
0,299,0.18690204620361328,,
0,349,0.148952454328537,,
0,399,0.1451597511768341,,
0,449,0.11060385406017303,,
0,499,0.18283915519714355,,
0,549,0.2763543426990509,,
0,599,0.3099426329135895,,
0,649,0.09153253585100174,,
0,699,0.19135376811027527,,
0,749,0.16930890083312988,,
0,799,0.2552284002304077,,
0,849,0.2669511139392853,,
0,899,0.18043416738510132,,
0,949,0.23080947995185852,,
0,999,0.4694775342941284,,
0,1049,0.27277547121047974,,
0,1099,0.09660256654024124,,
0,1149,0.19406844675540924,,
0,1199,0.3673434555530548,,
0,1249,0.08243958652019501,,
0,1299,0.32501745223999023,,
0,1349,0.47215893864631653,,
0,1399,0.21740086376667023,,
0,1449,0.11341395974159241,,
0,1499,0.15788069367408752,,
0,1549,0.15779761970043182,,
0,1599,0.12356147915124893,,
0,1649,0.13967084884643555,,
0,1699,0.16110283136367798,,
0,1749,0.09076531231403351,,
0,1799,0.17898757755756378,,
0,1849,0.10711468756198883,,
0,1899,0.060433533042669296,,
0,1949,0.16908234357833862,,
0,1999,0.1614805907011032,,
0,2049,0.12770414352416992,,
0,2099,0.36472225189208984,,
0,2149,0.2824985384941101,,
0,2199,0.23729224503040314,,
0,2249,0.1010337620973587,,
0,2299,0.2687991261482239,,
0,2349,0.3733339309692383,,
0,2399,0.06602661311626434,,
0,2449,0.32055145502090454,,
0,2499,0.26127976179122925,,
0,2549,0.13895219564437866,,
0,2599,0.23244935274124146,,
0,2649,0.1920345425605774,,
0,2699,0.16060182452201843,,
0,2749,0.05365388095378876,,
0,2799,0.081116683781147,,
0,2849,0.24669703841209412,,
0,2899,0.08195266872644424,,
0,2949,0.16924290359020233,,
0,2999,0.16474977135658264,,
0,3049,0.10873953253030777,,
0,3099,0.05971726030111313,,
0,3149,0.19902071356773376,,
0,3199,0.11983239650726318,,
0,3249,0.14541202783584595,,
0,3299,0.2663266658782959,,
0,3349,0.24431703984737396,,
0,3350,,0.1777329295873642,0.9564209580421448
1,3399,0.18849597871303558,,
1,3449,0.29241156578063965,,
1,3499,0.07366900891065598,,
1,3549,0.08680582791566849,,
1,3599,0.2793727219104767,,
1,3649,0.33828210830688477,,
1,3699,0.35633373260498047,,
1,3749,0.1066342294216156,,
1,3799,0.13931939005851746,,
1,3849,0.21895310282707214,,
1,3899,0.18594291806221008,,
1,3949,0.20395074784755707,,
1,3999,0.33644139766693115,,
1,4049,0.13057664036750793,,
1,4099,0.14917919039726257,,
1,4149,0.22271353006362915,,
1,4199,0.2377050668001175,,
1,4249,0.22989925742149353,,
1,4299,0.2851333022117615,,
1,4349,0.19698815047740936,,
1,4399,0.09851345419883728,,
1,4449,0.10333675891160965,,
1,4499,0.11505458503961563,,
1,4549,0.17551881074905396,,
1,4599,0.09533029049634933,,
1,4649,0.09627045691013336,,
1,4699,0.04179874062538147,,
1,4749,0.18625973165035248,,
1,4799,0.346366822719574,,
1,4849,0.18229514360427856,,
1,4899,0.2513486444950104,,
1,4949,0.1470622718334198,,
1,4999,0.18877941370010376,,
1,5049,0.27286726236343384,,
1,5099,0.21901559829711914,,
1,5149,0.09390584379434586,,
1,5199,0.21923618018627167,,
1,5249,0.16467291116714478,,
1,5299,0.11552951484918594,,
1,5349,0.19552907347679138,,
1,5399,0.1251295953989029,,
1,5449,0.12007404863834381,,
1,5499,0.1991497278213501,,
1,5549,0.22823214530944824,,
1,5599,0.13745024800300598,,
1,5649,0.2822864055633545,,
1,5699,0.20920762419700623,,
1,5749,0.14793512225151062,,
1,5799,0.11356015503406525,,
1,5849,0.10443513095378876,,
1,5899,0.36053311824798584,,
1,5949,0.16962772607803345,,
1,5999,0.12538665533065796,,
1,6049,0.13556429743766785,,
1,6099,0.2259024977684021,,
1,6149,0.1664082258939743,,
1,6199,0.11514072865247726,,
1,6249,0.1624208390712738,,
1,6299,0.08655820786952972,,
1,6349,0.13478030264377594,,
1,6399,0.3563658595085144,,
1,6449,0.06699899584054947,,
1,6499,0.20616139471530914,,
1,6549,0.221757173538208,,
